ItemID,DateReview,ShopID,Review,StarRating,ProductID,PlatformID
18291182009,2023-09-30,1039322456,"Shop uy tín giá tốt - giao hàng nhanh, lại được imei đẹp xịn sò. Mọi người ủng hộ nhé, chúc sốp ngày càng phát triển và thành công hơn",5,P002,PL03
18291182009,2023-11-20,1039322456,"Hình ảnh chỉ mang tính chất nhận xu 
Bún rất ok , giao hàng nhanh ,đóng gói bao kỹ,ăn hết sẽ tiếp tục ủng hộ shop
Bún này giá rất tốt ăn rất ngon .Mua về mà mẹ mình bảo ăn vừa í nữa chứ",5,P002,PL03
18291182009,2023-10-26,1039322456,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.
😎Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả.
😄Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.",5,P002,PL03
18291182009,2023-10-26,1039322456,"Chất lượng sản phẩm:tốt
Đúng với mô tả:đúng mô tat
Tính năng nổi bật:smartphone

Shop uy tín, giao đúng hàng. Điện thoại chính hãng, đóng gói cẩn thận.",5,P002,PL03
18291182009,2023-12-13,1039322456,"Tính năng nổi bật:smart phone
Đúng với mô tả:đúng
Chất lượng sản phẩm:tốt

Hàng chính hãng, đóng gói cẩn thận, shop tư vấn nhiệt tình",5,P002,PL03
18291182009,2023-11-16,1039322456,"Đúng với mô tả:shop đóng gọi kĩ
Chất lượng sản phẩm:điểm 10 cho chất lượng
Tính năng nổi bật:Hang Tot

Hàng đúng mà rẻ hơn thị trường nhiều. Mai mốt ủng hộ shop dài dài",5,P002,PL03
18291182009,2023-12-13,1039322456,"Giao nhanh , điên thoại thì chính hãng không phải bàn về chất lượng , sẽ ủng hộ shop lâu dài !",5,P002,PL03
18291182009,2023-11-11,1039322456,"Tính năng nổi bật:tot
Đúng với mô tả:dung
Chất lượng sản phẩm:chat luong",5,P002,PL03
18291182009,2023-09-29,1039322456,hàng đẹp nguyên seal đúng với mô tả  giao hàng nhanh an toàn sẽ tiếp tục mua,5,P002,PL03
18291182009,2023-12-13,1039322456,Đúng với mô tả:quá đã nha shop iu,5,P002,PL03
